,target,text,text_fr
2996,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,"Ce n'est pas sûr que j'ai compris ce texte, mais hé."
2997,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,Ils ont lâché des chemises vday et quand u l'a mis sur elle rend votre moitié nu en bas au lieu de ces sous-vêtements blancs.
2998,ham,Don know..he is watching film in computer..,Don sait..il regarde le film dans l'ordinateur..
2999,ham,No b4 Thursday,No b4 Jeudi
3000,ham,"Oh, then your phone phoned me but it disconnected","Oh, alors ton téléphone m'a téléphoné mais il a déconnecté"
3001,ham,Id onluy matters when getting on from offcampus,Id onluy est important en allant de l'extérieur du campus
3002,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,Ce message est gratuit. Bienvenue dans le nouveau et amélioré Sex & Dogging club! Pour vous désabonner de ce service répondez STOP. msgs@150p 18+seulement
3003,ham,"Excellent, I'll see what riley's plans are","Excellent, je vais voir quels sont les plans de Riley."
3004,ham,I will see in half an hour,Je le verrai dans une demi-heure.
3005,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm","Vous avez gagné des tkts à l'EURO2004 CUP FINAL ou £800 CASH, pour collecter CALL 09058099801 b4190604, POBOX 7876150ppm"
3006,ham,Ew are you one of them?,Etes-vous l'un d'eux?
3007,ham,Also hi wesley how've you been,"Salut aussi Wesley, comment avez-vous été?"
3008,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,"Ah, vous voyez, vous devez être dans le lingo. Je vous ferai savoir qu'il est quand a fini de le faire!"
3009,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Prêt à tout usage £500 - £75 000. Accueil des propriétaires + locataires. Avez-vous déjà été refusé? Nous pouvons encore aider. Appelez gratuitement 0800 1956669 ou retour de texte 'aide'
3010,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,Update_Now - 12Mths Half Price Location de ligne orange: 400mins...Appeler MobileUpd8 au 08000839402 ou call2optout=J5Q
3011,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),Imaginez la vie sans moi... voyez.. À quelle vitesse vous me cherchez?Ne vous inquiétez pas.. Je suis toujours là Pour déranger U.. Goodnoon..:)
3012,ham,"Hm good morning, headache anyone? :-)","Bonjour, mal de tête? :-)"
3013,ham,Yeah no probs - last night is obviously catching up with you... Speak soon,Ouais pas de problème - la nuit dernière est évidemment en train de vous rattraper... Parlez bientôt
3014,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,GRATUIT HARDCORE NON LIMITED PORN direct 2 votre mobile Txt PORN à 69200 et obtenir un accès GRATUIT pour 24 heures puis chrgd@50p par jour txt Stop 2exit. Ce msg est gratuit
3015,ham,I might go 2 sch. Yar at e salon now v boring.,Je pourrais aller 2 sch. Yar au salon e maintenant v ennuyeux.
3016,ham,&lt;#&gt;  mins but i had to stop somewhere first.,&lt;#&gt; mins mais j'ai dû m'arrêter quelque part en premier.
3017,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj","Wish u a very Happy New Year Happy Sankranti Happy Republic Day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools Day Happy May Day Happy Independence Day, Happy Friendship,Mère,Père,Enseignants, Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas &lt;#&gt; Good Mornings Afternoons, Evenings Nights."
3018,ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,Une des joies de la vie se réveille chaque jour avec des pensées qui quelque partQuelqu'un se soucie assez pour envoyer un salut chaud du matin.. -
3019,ham,I didn't get the second half of that message,Je n'ai pas reçu la deuxième moitié de ce message.
3020,ham,Wat time do u wan 2 meet me later?,C'est l'heure de me rejoindre plus tard?
3021,ham,I thank you so much for all you do with selflessness. I love you plenty.,Je vous remercie beaucoup pour tout ce que vous faites avec l'abnégation. Je vous aime beaucoup.
3022,ham,Am in film ill call you later.,Je suis dans le mauvais film et je t'appelle plus tard.
3023,ham,How dare you change my ring,Comment oses-tu changer ma bague?
3024,ham,You are a very very very very bad girl. Or lady.,Vous êtes une très très très mauvaise fille.
3025,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,Je t'aime aussi mais essaie de mieux budgeter ton argent. Gary me ferait flipper s'il savait.
3026,ham,"What part of ""don't initiate"" don't you understand","Quelle partie de ""ne pas initier"" ne comprenez-vous pas"
3027,ham,I finished my lunch already. U wake up already?,J'ai déjà fini mon déjeuner.
3028,ham,You still at the game?,Tu es toujours au match?
3029,ham,You have got tallent but you are wasting.,"Tu es grand, mais tu gaspilles."
3030,ham,What is your record for one night? :),Quel est votre dossier pour une nuit? :)
3031,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.","Aussi monsieur, je vous ai envoyé un email sur la façon de vous connecter au portail de paiement USB. Je vais vous envoyer un autre message qui devrait expliquer comment les choses sont de retour à la maison."
3032,ham,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,"Je vais m'informer que c'est parce que ce jour-là, c'est le bak."
3033,ham,Jokin only lar... :-) depends on which phone my father can get lor...,Jokin seulement lar... :-) dépend de quel téléphone mon père peut obtenir lor...
3034,ham,"Aight, lemme know what's up",Lemme sait ce qui se passe.
3035,ham,Get ready for  &lt;#&gt;  inches of pleasure...,Préparez-vous pour &lt;#&gt; pouces de plaisir...
3036,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,Raji..pls me font une faveur. Pls transmettre mes vœux d'anniversaire à Nimya. Pls. Aujourd'hui est son anniversaire.
3037,ham,;-) ok. I feel like john lennon.,Je me sens comme John Lennon.
3038,ham,Cos darren say ü considering mah so i ask ü...,Cos darren dit ü considérant mah donc je demande ü...
3039,ham,You are not bothering me but you have to trust my answers. Pls.,"Vous ne me dérangez pas, mais vous devez me faire confiance."
3040,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..","Souhaitant vous et votre famille Merry ""X"" mas et HAPPY NOUVELLE Année à l'avance.."
3041,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,Un jour un crabe courait sur le rivage de la mer..Les vagues sont venues n défriché les empreintes du crabe.. Crab demandé: étant mon frnd y r u défrichant mes belles empreintes? Waves a répondu: Un renard suivait les empreintes ur pour vous attraper! thats y i défriché:) frndsship ne laisse jamais u dwn :-) GUD nyt..
3042,ham,Aight what time you want me to come up?,Tu veux que je monte à quelle heure?
3043,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,Slaaaave! Où es-tu? Dois-je t'invoquer tout le temps maintenant? Ne veux-tu plus venir me voir seule?
3044,ham,Your bill at 3 is £33.65 so thats not bad!,"Votre facture à 3 est de £33,65 donc ce n'est pas mal!"
3045,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,"Faites-moi savoir comment cela change dans les 6 heures suivantes. Il peut même être appendice mais vous êtes hors de cette tranche d'âge. Cependant, ce n'est pas impossible."
3046,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?","Bonjour, ouais je viens juste de sortir du bain et j'ai besoin de faire mes cheveux pour que je vienne quand j'aurai fini, ouais?"
3047,ham,So how's the weather over there?,"Alors, comment va le temps là-bas?"
3048,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!","Ok. Pas grand chose à faire ici cependant. H&M vendredi, ne peut pas attendre. Dunno wot l'enfer im va faire pendant encore 3 semaines! Devenez un slob- oh attendez, déjà fait!"
3049,ham,Die... Now i have e toot fringe again...,"Maintenant, j'ai encore des franges..."
3050,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,Lol ils ne savent pas pour mon téléphone génial. Je pourrais cliquer sur supprimer maintenant si je veux.
3051,ham,Ok,Très bien.
3052,ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite","Question impressionnante avec une réponse mignonne: Quelqu'un a demandé à un garçon ""comment est-ce que la vie ur?"".. Il a souri &amp; a répondu:.. ""Elle va bien!"" Gudnite"
3053,ham,Please leave this topic..sorry for telling that..,"S'il vous plaît, laissez ce sujet..désolé d'avoir dit ça.."
3054,ham,Pls send me the correct name da.,Pls m'envoie le bon nom da.
3055,ham,What happened to our yo date?,Qu'est-il arrivé à notre rendez-vous?
3056,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,D= VIOLET E= TULIP F= LILY txt D E or F to 84025 MAINTENANT 4 chance 2 WIN £100 Cash WKENT/150P16+
3057,ham,Webpage s not available!,La page Web n'est pas disponible!
3058,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,Je viens de me réveiller. Yeesh c'est tard. Mais je ne me suis pas endormi jusqu'à &lt;#&gt; suis:/
3059,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,Vous êtes maintenant désabonné à tous les services. Obtenez des tonnes de filles sexy ou de bouffons directement sur votre téléphone! allez à http://gotbabes.co.uk. Pas d'abonnements.
3060,ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details","Chers tous, comme nous le savons &lt;#&gt; th est le &lt;#&gt; e anniversaire de notre Gopalettan aimant. Nous avons l'intention de donner un petit cadeau ce jour-là. Ceux qui aiment participer à ce que vous êtes les bienvenus. Veuillez contacter notre équipe d'administrateur pour plus de détails"
3061,ham,K..k...from tomorrow onwards started ah?,K.k... à partir de demain a commencé ah?
3062,ham,What u talking bout early morning? It's almost noon where your at!,Qu'est-ce que tu racontes tôt le matin?
3063,ham,Fine. Do you remember me.,Tu te souviens de moi?
3064,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603","Salut bébé sa Jordanie, comment r u? Im maison de l'étranger et solitaire, text me retour si vous voulez chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
3065,ham,Ok. How many should i buy.,Combien devrais-je en acheter?
3066,ham,"Sounds good, keep me posted","Ça a l'air bien, tiens-moi au courant."
3067,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,"Obtenez un nouveau téléphone portable en étant un agent de The Mob! Plus charge plus de goodies! Pour plus d'informations, text MAT to 87021."
3068,ham,Ok. So april. Cant wait,"Bon, si april, j'ai hâte."
3069,ham,Boy you best get yo ass out here quick,Tu ferais mieux de te faire foutre.
3070,ham,Ay wana meet on sat?ü wkg on sat?,Ay Wana se retrouve sur sat?ü wkg sur sat?
3071,ham,I'm now but have to wait till 2 for the bus to pick me.,"Je suis maintenant, mais je dois attendre jusqu'à 2 heures pour que le bus me choisisse."
3072,ham,Apart from the one i told you about yesterday?,A part celle dont je t'ai parlé hier?
3073,ham,Ok lor... But buy wat?,Mais acheter wat?
3074,ham,Somebody should go to andros and steal ice,Quelqu'un devrait aller à andros et voler de la glace
3075,ham,Don know. I did't msg him recently.,Je ne l'ai pas msg récemment.
3076,ham,Take us out shopping and Mark will distract Isaiah.=D,Faites-nous faire du shopping et Mark distrairea Isaiah.=D
3077,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola","Maman, espère que tu as une grande journée. En espérant que ce texte te rencontre bien et plein de vie."
3078,ham,There is no sense in my foot and penis.,Il n'y a aucun sens dans mon pied et mon pénis.
3079,ham,Okay but i thought you were the expert,"D'accord, mais je pensais que tu étais l'expert."
3080,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,*Soupir profond*... Tu me manques :-(... Je suis vraiment surpris que tu ne sois pas encore allé au net café pour me rejoindre... Je ne te manque pas?
3081,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,S.s:)i rôle mince est comme sachin.just debout. D'autres doivent frapper.
